Chromosome	Start	Ratio	MedianRatio	CopyNumber
NC_001136.10	144251	1.19278	0.985528	2
NC_001136.10	144501	0.9926	0.985528	2
NC_001136.10	144751	0.903747	0.985528	2
NC_001136.10	145001	0.88704	0.985528	2
NC_001136.10	145251	0.985233	0.985528	2
NC_001136.10	145501	0.881917	0.985528	2
NC_001136.10	145751	0.883273	0.985528	2
NC_001136.10	146001	0.968989	0.985528	2
NC_001136.10	146251	1.10427	0.985528	2
NC_001136.10	146501	0.889585	0.985528	2
NC_001136.10	146751	0.954666	0.985528	2
NC_001136.10	147001	0.939467	0.985528	2
NC_001136.10	147251	0.904923	0.985528	2
NC_001136.10	147501	0.915742	0.985528	2
NC_001136.10	147751	1.05642	0.985528	2
NC_001136.10	148001	0.987497	0.985528	2
NC_001136.10	148251	0.896924	0.985528	2
NC_001136.10	148501	0.841678	0.985528	2
NC_001136.10	148751	0.66221	0.985528	2
NC_001136.10	149001	0.938607	0.985528	2
NC_001136.10	149251	0.897254	0.985528	2
NC_001136.10	149501	1.05475	0.985528	2
NC_001136.10	149751	1.03548	0.985528	2
NC_001136.10	150001	0.871871	0.985528	2
NC_001136.10	150251	1.03725	0.985528	2
NC_001136.10	150501	1.09466	0.985528	2
NC_001136.10	150751	1.06837	0.985528	2
NC_001136.10	151001	0.894589	0.985528	2
NC_001136.10	151251	1.05575	0.985528	2
NC_001136.10	151501	1.12146	0.985528	2
NC_001136.10	151751	0.959439	0.985528	2
NC_001136.10	152001	1.21543	0.985528	2
NC_001136.10	152251	1.13522	0.985528	2
NC_001136.10	152501	1.15799	0.985528	2
NC_001136.10	152751	1.21561	0.985528	2
NC_001136.10	153001	1.13994	0.985528	2
NC_001136.10	153251	0.992844	0.985528	2
NC_001136.10	153501	0.755015	0.985528	2
NC_001136.10	153751	0.891987	0.985528	2
NC_001136.10	154001	1.07709	0.985528	2
NC_001136.10	154251	1.0759	0.985528	2
NC_001136.10	154501	1.1483	0.985528	2
NC_001136.10	154751	1.06253	0.985528	2
NC_001136.10	155001	0.991544	0.985528	2
NC_001136.10	155251	1.01186	0.985528	2
NC_001136.10	155501	1.66678	0.985528	2
NC_001136.10	155751	1.16626	0.985528	2
NC_001136.10	156001	1.01956	0.985528	2
NC_001136.10	156251	0.879877	0.985528	2
NC_001136.10	156501	1.01511	0.985528	2
NC_001136.10	156751	1.0418	0.985528	2
NC_001136.10	157001	0.975775	0.985528	2
NC_001136.10	157251	0.981752	0.985528	2
NC_001136.10	157501	1.055	0.985528	2
NC_001136.10	157751	1.05322	0.985528	2
NC_001136.10	158001	0.85708	0.985528	2
NC_001136.10	158251	0.862765	0.985528	2
NC_001136.10	158501	1.01154	0.985528	2
NC_001136.10	158751	0.940632	0.985528	2
NC_001136.10	159001	0.960918	0.985528	2
NC_001136.10	159251	0.943775	0.985528	2
NC_001136.10	159501	0.887352	0.985528	2
NC_001136.10	159751	0.921964	0.985528	2
NC_001136.10	160001	1.08638	0.985528	2
NC_001136.10	160251	1.07789	0.985528	2
NC_001136.10	160501	1.01817	0.985528	2
NC_001136.10	160751	1.14997	0.985528	2
NC_001136.10	161001	1.04181	0.985528	2
NC_001136.10	161251	0.891128	0.985528	2
NC_001136.10	161501	0.89882	0.985528	2
NC_001136.10	161751	0.899966	0.985528	2
NC_001136.10	162001	1.12704	0.985528	2
NC_001136.10	162251	1.00042	0.985528	2
NC_001136.10	162501	1.03194	0.985528	2
NC_001136.10	162751	0.835683	0.985528	2
NC_001136.10	163001	0.827303	0.985528	2
NC_001136.10	163251	0.874998	0.985528	2
NC_001136.10	163501	0.909153	0.985528	2
NC_001136.10	163751	1.03487	0.985528	2
NC_001136.10	164001	0.955005	0.985528	2
NC_001136.10	164251	1.0235	0.985528	2
NC_001136.10	164501	1.04355	0.985528	2
NC_001136.10	164751	0.852971	0.985528	2
NC_001136.10	165001	0.844542	0.985528	2
NC_001136.10	165251	1.18467	0.985528	2
NC_001136.10	165501	1.13285	0.985528	2
NC_001136.10	165751	1.00029	0.985528	2
NC_001136.10	166001	1.01956	0.985528	2
NC_001136.10	166251	0.951318	0.985528	2
NC_001136.10	166501	1.03062	0.985528	2
NC_001136.10	166751	1.1536	0.985528	2
NC_001136.10	167001	1.1069	0.985528	2
NC_001136.10	167251	1.13697	0.985528	2
NC_001136.10	167501	0.937222	0.985528	2
NC_001136.10	167751	0.968719	0.985528	2
NC_001136.10	168001	1.04245	0.985528	2
NC_001136.10	168251	1.00417	0.985528	2
NC_001136.10	168501	1.05762	0.985528	2
NC_001136.10	168751	0.971452	0.985528	2
NC_001136.10	169001	0.990257	0.985528	2
NC_001136.10	169251	0.94366	0.985528	2
NC_001136.10	169501	0.849163	0.985528	2
NC_001136.10	169751	0.91337	0.985528	2
NC_001136.10	170001	0.836328	0.985528	2
NC_001136.10	170251	1.04763	0.985528	2
NC_001136.10	170501	0.832069	0.985528	2
NC_001136.10	170751	1.10975	0.985528	2
NC_001136.10	171001	1.04968	0.985528	2
NC_001136.10	171251	1.11818	0.985528	2
NC_001136.10	171501	0.893038	0.985528	2
NC_001136.10	171751	0.996389	0.985528	2
NC_001136.10	172001	1.03591	0.985528	2
NC_001136.10	172251	0.951217	0.985528	2
NC_001136.10	172501	1.01213	0.985528	2
NC_001136.10	172751	1.17706	0.985528	2
NC_001136.10	173001	1.0418	0.985528	2
NC_001136.10	173251	1.05878	0.985528	2
NC_001136.10	173501	0.854589	0.985528	2
NC_001136.10	173751	0.999304	0.985528	2
NC_001136.10	174001	0.952075	0.985528	2
NC_001136.10	174251	0.928937	0.985528	2
NC_001136.10	174501	0.855197	0.985528	2
NC_001136.10	174751	0.963733	0.985528	2
NC_001136.10	175001	0.952478	0.985528	2
NC_001136.10	175251	1.02116	0.985528	2
NC_001136.10	175501	1.10427	0.985528	2
NC_001136.10	175751	1.00455	0.985528	2
NC_001136.10	176001	1.22459	0.985528	2
NC_001136.10	176251	1.20902	0.985528	2
NC_001136.10	176501	1.07974	0.985528	2
NC_001136.10	176751	0.960068	0.985528	2
NC_001136.10	177001	0.845652	0.985528	2
NC_001136.10	177251	1.04846	0.985528	2
NC_001136.10	177501	1.15114	0.985528	2
NC_001136.10	177751	0.979375	0.985528	2
NC_001136.10	178001	1.09605	0.985528	2
NC_001136.10	178251	1.10975	0.985528	2
NC_001136.10	178501	0.966308	0.985528	2
NC_001136.10	178751	0.946263	0.985528	2
NC_001136.10	179001	1.10307	0.985528	2
NC_001136.10	179251	1.10364	0.985528	2
NC_001136.10	179501	1.09466	0.985528	2
NC_001136.10	179751	1.1757	0.985528	2
NC_001136.10	180001	1.07496	0.985528	2
NC_001136.10	180251	0.832057	0.985528	2
NC_001136.10	180501	0.75563	0.985528	2
NC_001136.10	180751	0.739829	0.985528	2
NC_001136.10	181001	0.996381	0.985528	2
NC_001136.10	181251	1.11431	0.985528	2
NC_001136.10	181501	0.962533	0.985528	2
NC_001136.10	181751	0.925161	0.985528	2
NC_001136.10	182001	1.08332	0.985528	2
NC_001136.10	182251	1.16572	0.985528	2
NC_001136.10	182501	1.0267	0.985528	2
NC_001136.10	182751	0.951318	0.985528	2
NC_001136.10	183001	0.879877	0.985528	2
NC_001136.10	183251	0.898364	0.985528	2
NC_001136.10	183501	1.06787	0.985528	2
NC_001136.10	183751	1.00332	0.985528	2
NC_001136.10	184001	0.937222	0.985528	2
NC_001136.10	184251	1.09288	0.985528	2
NC_001136.10	184501	0.937342	0.985528	2
NC_001136.10	184751	1.07974	0.985528	2
NC_001136.10	185001	0.907119	0.985528	2
NC_001136.10	185251	0.902504	0.985528	2
NC_001136.10	185501	0.875716	0.985528	2
NC_001136.10	185751	0.868857	0.985528	2
NC_001136.10	186001	1.14196	0.985528	2
NC_001136.10	186251	1.13084	0.985528	2
NC_001136.10	186501	1.22764	0.985528	2
NC_001136.10	186751	1.0344	0.985528	2
NC_001136.10	187001	0.898493	0.985528	2
NC_001136.10	187251	1.02953	0.985528	2
NC_001136.10	187501	0.985189	0.985528	2
NC_001136.10	187751	0.970899	0.985528	2
NC_001136.10	188001	1.01286	0.985528	2
NC_001136.10	188251	0.951217	0.985528	2
NC_001136.10	188501	0.986247	0.985528	2
NC_001136.10	188751	0.921513	0.985528	2
NC_001136.10	189001	0.921513	0.985528	2
NC_001136.10	189251	0.94286	0.985528	2
NC_001136.10	189501	0.895225	0.985528	2
NC_001136.10	189751	1.00882	0.985528	2
NC_001136.10	190001	0.913568	0.985528	2
NC_001136.10	190251	1.02706	0.985528	2
NC_001136.10	190501	0.940632	0.985528	2
NC_001136.10	190751	0.913471	0.985528	2
NC_001136.10	191001	1.00405	0.985528	2
NC_001136.10	191251	0.923553	0.985528	2
NC_001136.10	191501	0.87201	0.985528	2
NC_001136.10	191751	0.978632	0.985528	2
NC_001136.10	192001	0.93039	0.985528	2
NC_001136.10	192251	1.07534	0.985528	2
NC_001136.10	192501	1.06673	0.985528	2
NC_001136.10	192751	1.04126	0.985528	2
NC_001136.10	193001	0.877138	0.985528	2
NC_001136.10	193251	0.876084	0.985528	2
NC_001136.10	193501	0.876084	0.985528	2
NC_001136.10	193751	0.910056	0.985528	2
NC_001136.10	194001	0.964935	0.985528	2
NC_001136.10	194251	1.04145	0.985528	2
NC_001136.10	194501	1.02494	0.985528	2
NC_001136.10	194751	0.812124	0.985528	2
NC_001136.10	195001	0.843403	0.985528	2
NC_001136.10	195251	0.962439	0.985528	2
NC_001136.10	195501	0.961151	0.985528	2
NC_001136.10	195751	1.00492	0.985528	2
NC_001136.10	196001	0.998646	0.985528	2
NC_001136.10	196251	1.08731	0.985528	2
NC_001136.10	196501	0.988583	0.985528	2
NC_001136.10	196751	0.879491	0.985528	2
NC_001136.10	197001	0.86164	0.985528	2
NC_001136.10	197251	0.850302	0.985528	2
NC_001136.10	197501	0.963739	0.985528	2
NC_001136.10	197751	1.04735	0.985528	2
NC_001136.10	198001	1.02633	0.985528	2
NC_001136.10	198251	1.08364	0.985528	2
NC_001136.10	198501	1.16844	0.985528	2
NC_001136.10	198751	0.994403	0.985528	2
NC_001136.10	199001	0.942411	0.985528	2
NC_001136.10	199251	0.958605	0.985528	2
NC_001136.10	199501	0.943462	0.985528	2
NC_001136.10	199751	0.986351	0.985528	2
NC_001136.10	200001	1.11989	0.985528	2
NC_001136.10	200251	1.01383	0.985528	2
NC_001136.10	200501	0.9945	0.985528	2
NC_001136.10	200751	1.02953	0.985528	2
NC_001136.10	201001	0.999817	0.985528	2
NC_001136.10	201251	0.858371	0.985528	2
NC_001136.10	201501	0.857556	0.985528	2
NC_001136.10	201751	0.933998	0.985528	2
NC_001136.10	202001	1.02036	0.985528	2
NC_001136.10	202251	1.20129	0.985528	2
NC_001136.10	202501	1.15922	0.985528	2
NC_001136.10	202751	0.932973	0.985528	2
NC_001136.10	203001	1.08839	0.985528	2
NC_001136.10	203251	1.18325	0.985528	2
NC_001136.10	203501	1.12159	0.985528	2
NC_001136.10	203751	1.16866	0.985528	2
NC_001136.10	204001	1.08631	0.985528	2
NC_001136.10	204251	0.934655	0.985528	2
NC_001136.10	204501	0.865079	0.985528	2
NC_001136.10	204751	0.913832	0.985528	2
NC_001136.10	205001	0.872635	0.985528	2
NC_001136.10	205251	0.940553	0.985528	2
NC_001136.10	205501	0.848982	0.985528	2
NC_001136.10	205751	0.845033	0.985528	2
NC_001136.10	206001	0.936147	0.985528	2
NC_001136.10	206251	1.11053	0.985528	2
NC_001136.10	206501	1.20119	0.985528	2
NC_001136.10	206751	1.07215	0.985528	2
NC_001136.10	207001	1.06835	0.985528	2
NC_001136.10	207251	1.1254	0.985528	2
NC_001136.10	207501	1.22879	0.985528	2
NC_001136.10	207751	1.0608	0.985528	2
NC_001136.10	208001	0.985528	0.985528	2
NC_001136.10	208251	1.0535	0.985528	2
NC_001136.10	208501	1.03062	0.985528	2
NC_001136.10	208751	1.04558	0.985528	2
NC_001136.10	209001	0.963216	0.985528	2
NC_001136.10	209251	0.957367	0.985528	2
NC_001136.10	209501	0.936775	0.985528	2
NC_001136.10	209751	1.00099	0.985528	2
NC_001136.10	210001	0.924795	0.985528	2
NC_001136.10	210251	1.14749	0.985528	2
NC_001136.10	210501	0.935516	0.985528	2
NC_001136.10	210751	0.889055	0.985528	2
NC_001136.10	211001	0.702164	0.985528	2
NC_001136.10	211251	0.812124	0.985528	2
NC_001136.10	211501	0.906989	0.985528	2
NC_001136.10	211751	0.883243	0.985528	2
NC_001136.10	212001	0.994686	0.985528	2
NC_001136.10	212251	0.998707	0.985528	2
NC_001136.10	212501	0.852777	0.985528	2
NC_001136.10	212751	0.840061	0.985528	2
NC_001136.10	213001	0.845519	0.985528	2
NC_001136.10	213251	0.76634	0.985528	2
NC_001136.10	213501	0.893074	0.985528	2
NC_001136.10	213751	0.877431	0.985528	2
NC_001136.10	214001	0.852093	0.985528	2
NC_001136.10	214251	1.08167	0.985528	2
NC_001136.10	214501	1.0036	0.985528	2
NC_001136.10	214751	0.899013	0.985528	2
NC_001136.10	215001	0.962922	0.985528	2
NC_001136.10	215251	0.928732	0.985528	2
NC_001136.10	215501	0.924787	0.985528	2
NC_001136.10	215751	0.871942	0.985528	2
NC_001136.10	216001	0.905988	0.985528	2
NC_001136.10	216251	1.01927	0.985528	2
NC_001136.10	216501	1.28188	0.985528	2
NC_001136.10	216751	1.02743	0.985528	2
NC_001136.10	217001	0.847185	0.985528	2
NC_001136.10	217251	0.898467	0.985528	2
NC_001136.10	217501	0.951976	0.985528	2
NC_001136.10	217751	0.890335	0.985528	2
NC_001136.10	218001	0.979041	0.985528	2
NC_001136.10	218251	1.04024	0.985528	2
NC_001136.10	218501	0.917705	0.985528	2
NC_001136.10	218751	0.986477	0.985528	2
NC_001136.10	219001	0.905921	0.985528	2
NC_001136.10	219251	1.13618	0.985528	2
NC_001136.10	219501	1.09356	0.985528	2
NC_001136.10	219751	1.03913	0.985528	2
NC_001136.10	220001	1.05122	0.985528	2
NC_001136.10	220251	0.971234	0.985528	2
NC_001136.10	220501	0.922654	0.985528	2
NC_001136.10	220751	1.0397	0.985528	2
NC_001136.10	221001	1.13398	0.985528	2
NC_001136.10	221251	1.10642	0.985528	2
NC_001136.10	221501	1.1662	0.985528	2
NC_001136.10	221751	1.026	0.985528	2
NC_001136.10	222001	1.03988	0.985528	2
NC_001136.10	222251	1.11881	0.985528	2
NC_001136.10	222501	1.05355	0.985528	2
NC_001136.10	222751	1.06799	0.985528	2
NC_001136.10	223001	1.12328	0.985528	2
NC_001136.10	223251	1.11368	0.985528	2
NC_001136.10	223501	1.00656	0.985528	2
NC_001136.10	223751	1.00312	0.985528	2
NC_001136.10	224001	0.901675	0.985528	2
NC_001136.10	224251	1.09858	0.985528	2
NC_001136.10	224501	0.923021	0.985528	2
NC_001136.10	224751	0.792648	0.985528	2
NC_001136.10	225001	0.946758	0.985528	2
NC_001136.10	225251	1.06414	0.985528	2
NC_001136.10	225501	1.08409	0.985528	2
NC_001136.10	225751	0.921744	0.985528	2
NC_001136.10	226001	0.94002	0.985528	2
NC_001136.10	226251	1.07184	0.985528	2
NC_001136.10	226501	1.07237	0.985528	2
NC_001136.10	226751	0.845355	0.985528	2
NC_001136.10	227001	0.792415	0.985528	2
NC_001136.10	227251	0.697833	0.985528	2
NC_001136.10	227501	0.771227	0.985528	2
NC_001136.10	227751	0.891447	0.985528	2
NC_001136.10	228001	0.881916	0.985528	2
NC_001136.10	228251	1.02785	0.985528	2
NC_001136.10	228501	0.996389	0.985528	2
NC_001136.10	228751	0.941737	0.985528	2
NC_001136.10	229001	0.909818	0.985528	2
NC_001136.10	229251	0.868857	0.985528	2
NC_001136.10	229501	0.936766	0.985528	2
NC_001136.10	229751	0.955743	0.985528	2
NC_001136.10	230001	1.05691	0.985528	2
NC_001136.10	230251	0.945109	0.985528	2
NC_001136.10	230501	0.819748	0.985528	2
NC_001136.10	230751	0.920863	0.985528	2
NC_001136.10	231001	0.850727	0.985528	2
NC_001136.10	231251	0.966648	0.985528	2
NC_001136.10	231501	1.1187	0.985528	2
NC_001136.10	231751	0.906693	0.985528	2
NC_001136.10	232001	0.7982	0.985528	2
NC_001136.10	232251	0.910568	0.985528	2
NC_001136.10	232501	1.03839	0.985528	2
NC_001136.10	232751	0.979375	0.985528	2
NC_001136.10	233001	1.07747	0.985528	2
NC_001136.10	233251	1.16878	0.985528	2
NC_001136.10	233501	1.04062	0.985528	2
NC_001136.10	233751	0.874998	0.985528	2
NC_001136.10	234001	0.901898	0.985528	2
NC_001136.10	234251	0.956865	0.985528	2
NC_001136.10	234501	0.991879	0.985528	2
NC_001136.10	234751	1.02143	0.985528	2
NC_001136.10	235001	1.16351	0.985528	2
NC_001136.10	235251	1.01951	0.985528	2
NC_001136.10	235501	1.0992	0.985528	2
NC_001136.10	235751	0.788018	0.985528	2
NC_001136.10	236001	0.973173	0.985528	2
NC_001136.10	236251	1.21847	0.985528	2
NC_001136.10	236501	1.00206	0.985528	2
NC_001136.10	236751	1.01437	0.985528	2
NC_001136.10	237001	1.12218	0.985528	2
NC_001136.10	237251	1.06376	0.985528	2
NC_001136.10	237501	1.00063	0.985528	2
NC_001136.10	237751	0.959058	0.985528	2
NC_001136.10	238001	0.914531	0.985528	2
NC_001136.10	238251	0.899431	0.985528	2
NC_001136.10	238501	1.12307	0.985528	2
NC_001136.10	238751	1.12186	0.985528	2
NC_001136.10	239001	1.02621	0.985528	2
NC_001136.10	239251	0.941001	0.985528	2
NC_001136.10	239501	0.92971	0.985528	2
NC_001136.10	239751	1.06416	0.985528	2
NC_001136.10	240001	0.958767	0.985528	2
NC_001136.10	240251	0.956118	0.985528	2
NC_001136.10	240501	1.15888	0.985528	2
NC_001136.10	240751	1.09503	0.985528	2
NC_001136.10	241001	1.07215	0.985528	2
NC_001136.10	241251	0.868844	0.985528	2
NC_001136.10	241501	0.985462	0.985528	2
NC_001136.10	241751	1.06055	0.985528	2
NC_001136.10	242001	1.06457	0.985528	2
NC_001136.10	242251	0.926067	0.985528	2
NC_001136.10	242501	0.992756	0.985528	2
NC_001136.10	242751	1.02872	0.985528	2
NC_001136.10	243001	1.05702	0.985528	2
NC_001136.10	243251	0.996505	0.985528	2
NC_001136.10	243501	0.992844	0.985528	2
NC_001136.10	243751	1.08468	0.985528	2
NC_001136.10	244001	0.981803	0.985528	2
NC_001136.10	244251	1.01956	0.985528	2
NC_001136.10	244501	0.918873	0.985528	2
NC_001136.10	244751	1.08332	0.985528	2
NC_001136.10	245001	1.16292	0.985528	2
NC_001136.10	245251	1.05727	0.985528	2
NC_001136.10	245501	1.07595	0.985528	2
NC_001136.10	245751	1.10232	0.985528	2
NC_001136.10	246001	0.865006	0.985528	2
NC_001136.10	246251	0.970082	0.985528	2
NC_001136.10	246501	0.984048	0.985528	2
NC_001136.10	246751	0.939993	0.985528	2
NC_001136.10	247001	1.05691	0.985528	2
NC_001136.10	247251	0.906043	0.985528	2
NC_001136.10	247501	1.00455	0.985528	2
NC_001136.10	247751	1.08525	0.985528	2
NC_001136.10	248001	0.94757	0.985528	2
NC_001136.10	248251	0.996398	0.985528	2
NC_001136.10	248501	0.92102	0.985528	2
NC_001136.10	248751	0.921744	0.985528	2
NC_001136.10	249001	1.1253	0.985528	2
NC_001136.10	249251	1.07577	0.985528	2
NC_001136.10	249501	1.1144	0.985528	2
NC_001136.10	249751	1.072	0.985528	2
NC_001136.10	250001	1.05224	0.985528	2
NC_001136.10	250251	0.814892	0.985528	2
NC_001136.10	250501	1.03467	0.985528	2
NC_001136.10	250751	1.0759	0.985528	2
NC_001136.10	251001	0.970064	0.985528	2
NC_001136.10	251251	1.02202	0.985528	2
NC_001136.10	251501	1.01161	0.985528	2
NC_001136.10	251751	1.0152	0.985528	2
NC_001136.10	252001	1.13687	0.985528	2
NC_001136.10	252251	1.11809	0.985528	2
NC_001136.10	252501	0.92922	0.985528	2
NC_001136.10	252751	0.974691	0.985528	2
NC_001136.10	253001	0.951594	0.985528	2
NC_001136.10	253251	1.02787	0.985528	2
NC_001136.10	253501	0.845527	0.985528	2
NC_001136.10	253751	0.932714	0.985528	2
NC_001136.10	254001	0.793304	0.985528	2
NC_001136.10	254251	1.01988	0.985528	2
NC_001136.10	254501	1.08145	0.985528	2
NC_001136.10	254751	0.962541	0.985528	2
NC_001136.10	255001	0.970194	0.985528	2
NC_001136.10	255251	0.985294	0.985528	2
NC_001136.10	255501	0.907698	0.985528	2
NC_001136.10	255751	0.907274	0.985528	2
NC_001136.10	256001	0.871949	0.985528	2
NC_001136.10	256251	1.01592	0.985528	2
NC_001136.10	256501	1.06881	0.985528	2
NC_001136.10	256751	0.872292	0.985528	2
NC_001136.10	257001	1.09533	0.985528	2
NC_001136.10	257251	1.00783	0.985528	2
NC_001136.10	257501	0.954992	0.985528	2
NC_001136.10	257751	1.01539	0.985528	2
NC_001136.10	258001	0.964935	0.985528	2
NC_001136.10	258251	1.02327	0.985528	2
NC_001136.10	258501	0.879491	0.985528	2
NC_001136.10	258751	0.894098	0.985528	2
NC_001136.10	259001	1.02577	0.985528	2
NC_001136.10	259251	1.01456	0.985528	2
NC_001136.10	259501	0.994036	0.985528	2
NC_001136.10	259751	1.09466	0.985528	2
NC_001136.10	260001	0.956865	0.985528	2
NC_001136.10	260251	0.849536	0.985528	2
NC_001136.10	260501	0.996389	0.985528	2
NC_001136.10	260751	1.05181	0.985528	2
NC_001136.10	261001	0.985023	0.985528	2
NC_001136.10	261251	0.911149	0.985528	2
NC_001136.10	261501	0.922826	0.985528	2
NC_001136.10	261751	1.06083	0.985528	2
NC_001136.10	262001	1.03041	0.985528	2
NC_001136.10	262251	0.906043	0.985528	2
NC_001136.10	262501	0.945342	0.985528	2
NC_001136.10	262751	1.03499	0.985528	2
NC_001136.10	263001	1.12123	0.985528	2
NC_001136.10	263251	0.997447	0.985528	2
NC_001136.10	263501	1.04947	0.985528	2
NC_001136.10	263751	1.00739	0.985528	2
NC_001136.10	264001	0.917966	0.985528	2
NC_001136.10	264251	0.853724	0.985528	2
NC_001136.10	264501	0.978129	0.985528	2
NC_001136.10	264751	1.00663	0.985528	2
NC_001136.10	265001	0.880535	0.985528	2
NC_001136.10	265251	1.00788	0.985528	2
NC_001136.10	265501	1.00133	0.985528	2
NC_001136.10	265751	0.900321	0.985528	2
NC_001136.10	266001	0.893776	0.985528	2
NC_001136.10	266251	0.879617	0.985528	2
NC_001136.10	266501	0.993132	0.985528	2
NC_001136.10	266751	0.965189	0.985528	2
NC_001136.10	267001	0.880378	0.985528	2
NC_001136.10	267251	0.923021	0.985528	2
NC_001136.10	267501	0.88264	0.985528	2
NC_001136.10	267751	0.944351	0.985528	2
NC_001136.10	268001	0.948559	0.985528	2
NC_001136.10	268251	1.04366	0.985528	2
NC_001136.10	268501	0.971359	0.985528	2
NC_001136.10	268751	0.923021	0.985528	2
NC_001136.10	269001	0.967579	0.985528	2
NC_001136.10	269251	1.10117	0.985528	2
NC_001136.10	269501	1.03801	0.985528	2
NC_001136.10	269751	0.953833	0.985528	2
NC_001136.10	270001	0.964514	0.985528	2
NC_001136.10	270251	0.887167	0.985528	2
NC_001136.10	270501	0.976544	0.985528	2
NC_001136.10	270751	0.942956	0.985528	2
NC_001136.10	271001	0.874918	0.985528	2
NC_001136.10	271251	0.983855	0.985528	2
NC_001136.10	271501	0.92331	0.985528	2
NC_001136.10	271751	0.770638	0.985528	2
NC_001136.10	272001	0.978409	0.985528	2
NC_001136.10	272251	1.07663	0.985528	2
NC_001136.10	272501	1.10258	0.985528	2
NC_001136.10	272751	0.932336	0.985528	2
NC_001136.10	273001	1.00863	0.985528	2
NC_001136.10	273251	1.01637	0.985528	2
NC_001136.10	273501	1.00379	0.985528	2
NC_001136.10	273751	0.902268	0.985528	2
NC_001136.10	274001	0.948143	0.985528	2
NC_001136.10	274251	1.07278	0.985528	2
NC_001136.10	274501	1.2219	0.985528	2
NC_001136.10	274751	0.973657	0.985528	2
NC_001136.10	275001	0.923539	0.985528	2
NC_001136.10	275251	0.932998	0.985528	2
NC_001136.10	275501	1.0016	0.985528	2
NC_001136.10	275751	1.07421	0.985528	2
NC_001136.10	276001	0.925443	0.985528	2
NC_001136.10	276251	0.941094	0.985528	2
NC_001136.10	276501	0.898467	0.985528	2
NC_001136.10	276751	0.843403	0.985528	2
NC_001136.10	277001	0.921012	0.985528	2
NC_001136.10	277251	0.993435	0.985528	2
NC_001136.10	277501	1.09087	0.985528	2
NC_001136.10	277751	1.0537	0.985528	2
NC_001136.10	278001	0.950926	0.985528	2
NC_001136.10	278251	0.955094	0.985528	2
NC_001136.10	278501	0.947434	0.985528	2
NC_001136.10	278751	0.907765	0.985528	2
NC_001136.10	279001	1.04972	0.985528	2
NC_001136.10	279251	1.11788	0.985528	2
NC_001136.10	279501	0.936245	0.985528	2
NC_001136.10	279751	0.932713	0.985528	2
NC_001136.10	280001	0.928491	0.985528	2
NC_001136.10	280251	0.93065	0.985528	2
NC_001136.10	280501	0.987639	0.985528	2
NC_001136.10	280751	1.05898	0.985528	2
NC_001136.10	281001	0.918444	0.985528	2
NC_001136.10	281251	0.95512	0.985528	2
NC_001136.10	281501	0.841752	0.985528	2
NC_001136.10	281751	1.08145	0.985528	2
NC_001136.10	282001	1.03575	0.985528	2
NC_001136.10	282251	1.08167	0.985528	2
NC_001136.10	282501	1.01232	0.985528	2
NC_001136.10	282751	0.968118	0.985528	2
NC_001136.10	283001	1.1224	0.985528	2
NC_001136.10	283251	0.928491	0.985528	2
NC_001136.10	283501	0.988964	0.985528	2
NC_001136.10	283751	0.918444	0.985528	2
NC_001136.10	284001	0.931123	0.985528	2
NC_001136.10	284251	1.05691	0.985528	2
NC_001136.10	284501	1.01201	0.985528	2
NC_001136.10	284751	0.946758	0.985528	2
NC_001136.10	285001	0.834291	0.985528	2
NC_001136.10	285251	1.03166	0.985528	2
NC_001136.10	285501	1.15881	0.985528	2
NC_001136.10	285751	1.05691	0.985528	2
NC_001136.10	286001	0.991879	0.985528	2
NC_001136.10	286251	0.925885	0.985528	2
NC_001136.10	286501	1.00492	0.985528	2
NC_001136.10	286751	0.845519	0.985528	2
NC_001136.10	287001	1.01393	0.985528	2
NC_001136.10	287251	1.00606	0.985528	2
NC_001136.10	287501	0.987779	0.985528	2
NC_001136.10	287751	0.943895	0.985528	2
NC_001136.10	288001	1.07802	0.985528	2
NC_001136.10	288251	0.977625	0.985528	2
NC_001136.10	288501	1.00818	0.985528	2
NC_001136.10	288751	0.893776	0.985528	2
NC_001136.10	289001	0.985593	0.985528	2
NC_001136.10	289251	1.12863	0.985528	2
NC_001136.10	289501	0.985947	0.985528	2
NC_001136.10	289751	0.917369	0.985528	2
NC_001136.10	290001	1.04977	0.985528	2
NC_001136.10	290251	0.927094	0.985528	2
NC_001136.10	290501	0.971234	0.985528	2
NC_001136.10	290751	1.00417	0.985528	2
NC_001136.10	291001	1.02805	0.985528	2
NC_001136.10	291251	0.933998	0.985528	2
NC_001136.10	291501	1.00417	0.985528	2
NC_001136.10	291751	0.825142	0.985528	2
NC_001136.10	292001	0.925112	0.985528	2
NC_001136.10	292251	1.02523	0.985528	2
NC_001136.10	292501	0.970899	0.985528	2
NC_001136.10	292751	1.1324	0.985528	2
NC_001136.10	293001	1.18902	0.985528	2
NC_001136.10	293251	1.04717	0.985528	2
NC_001136.10	293501	1.22444	0.985528	2
NC_001136.10	293751	0.970899	0.985528	2
NC_001136.10	294001	0.892326	0.985528	2
NC_001136.10	294251	0.865419	0.985528	2
NC_001136.10	294501	1.01533	0.985528	2
NC_001136.10	294751	1.11876	0.985528	2
NC_001136.10	295001	0.887242	0.985528	2
NC_001136.10	295251	0.839612	0.985528	2
NC_001136.10	295501	0.896184	0.985528	2
NC_001136.10	295751	0.9945	0.985528	2
